,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
498039,1,2,1936,1910,2118,2045,102,95,83,33,26,DFW,STL,551,5,14,0,26,0,7,0,0
498070,1,2,1657,1625,1853,1815,176,170,148,38,32,TPA,DFW,929,14,14,0,9,0,6,0,23
498163,1,2,2210,2010,21,2230,131,140,105,111,120,ORD,MSY,837,5,21,0,64,0,0,0,47
498251,1,2,1726,1645,1824,1755,178,190,163,29,41,DFW,SAN,1171,2,13,0,21,0,0,0,8
498313,1,2,1949,1900,2149,2105,180,185,154,44,49,ORD,ABQ,1118,10,16,0,0,9,0,0,35
498344,1,2,1646,1605,1859,1815,193,190,176,44,41,RSW,ORD,1120,6,11,0,10,0,3,0,31
498374,1,2,1448,1435,1717,1700,149,145,110,17,13,MIA,DCA,920,4,35,0,0,0,4,0,13
498436,1,2,1557,1430,1858,1730,121,120,95,88,87,ORD,ATL,606,8,18,0,0,20,29,0,39
498587,1,2,1510,1420,1838,1759,148,159,132,39,50,DFW,DCA,1192,5,11,0,15,0,0,0,24
498618,1,2,1210,1200,1416,1335,126,95,74,41,10,MSY,DFW,448,37,15,0,0,0,31,0,10
498649,1,2,808,745,941,920,153,155,129,21,23,ORD,DEN,888,6,18,0,0,21,0,0,0
498711,1,2,1624,1605,1948,1929,144,144,113,19,19,STL,LGA,887,23,8,0,5,0,0,0,14
498738,1,2,1926,1850,2153,2115,207,205,178,38,36,DCA,DFW,1192,4,25,0,8,0,2,0,28
498823,1,2,832,800,929,900,57,60,36,29,32,DFW,AUS,190,4,17,0,29,0,0,0,0
498854,1,2,1257,1225,1608,1545,131,140,112,23,32,DFW,TPA,929,3,16,0,23,0,0,0,0
499005,1,2,2330,2240,19,2340,49,60,37,39,50,DFW,SAT,247,5,7,0,39,0,0,0,0
499036,1,2,1845,1825,2142,2120,237,235,195,22,20,PHL,DFW,1302,21,21,0,0,0,3,0,19
499183,1,2,1238,655,1934,1315,296,260,254,379,343,SJC,ORD,1829,8,34,0,343,0,36,0,0
499245,1,2,1347,1305,1803,1730,196,205,172,33,42,DFW,BOS,1562,9,15,0,16,0,0,0,17
499369,1,2,2303,2115,208,5,365,350,336,123,108,MIA,LAX,2342,16,13,0,84,0,15,0,24
499547,1,2,1127,1050,1237,1155,190,185,157,42,37,DFW,LAS,1055,14,19,0,37,0,5,0,0
499609,1,2,1104,1015,1312,1220,128,125,112,52,49,BNA,DFW,631,8,8,0,0,0,3,0,49
499640,1,2,1416,1310,1505,1355,109,105,86,70,66,DFW,ELP,551,7,16,0,29,0,4,0,37
499671,1,2,856,745,1033,920,157,155,141,73,71,LGA,BNA,764,4,12,0,71,0,2,0,0
499729,1,2,948,830,1220,1050,152,140,120,90,78,ORD,MSY,837,16,16,0,0,78,12,0,0
499795,1,2,1752,1720,1958,1925,186,185,137,33,32,DTW,DFW,987,11,38,0,0,14,1,0,18
499826,1,2,2042,1930,2138,2034,56,64,42,64,72,SAT,DFW,247,6,8,0,0,0,0,0,64
499903,1,2,854,830,1111,1015,137,105,96,56,24,DFW,OMA,583,6,35,0,24,0,32,0,0
499996,1,2,1223,1125,1453,1350,210,205,189,63,58,ORD,SLC,1249,4,17,0,0,24,5,0,34
500027,1,2,1008,920,1124,1040,136,140,104,44,48,RDU,ORD,647,16,16,0,44,0,0,0,0
500325,1,2,2152,2130,2310,2240,78,70,56,30,22,DFW,ICT,328,9,13,0,22,0,8,0,0
500414,1,2,1532,1435,1941,1845,189,190,167,56,57,SLC,ORD,1249,11,11,0,0,0,0,0,56
500472,1,2,1552,1430,1628,1515,96,105,81,73,82,DFW,ELP,551,3,12,0,11,0,0,0,62
500678,1,2,1321,1315,1515,1455,114,100,97,20,6,DFW,OMA,583,4,13,0,6,0,14,0,0
500740,1,2,1434,1400,1720,1655,166,175,144,25,34,ORD,SAT,1041,4,18,0,0,25,0,0,0
500825,1,2,911,800,1106,955,115,115,89,71,71,STL,DFW,551,10,16,0,71,0,0,0,0
500856,1,2,1430,1250,2138,1915,308,265,230,143,100,SJC,ORD,1829,59,19,0,0,0,46,0,97
500918,1,2,1614,1550,2100,2040,166,170,149,20,24,LAX,SAT,1210,4,13,0,0,0,0,0,20
500976,1,2,1925,1800,2129,2000,184,180,138,89,85,BOS,ORD,867,29,17,0,0,0,21,0,68
500999,1,2,1421,1350,1819,1730,178,160,124,49,31,DFW,RIC,1158,8,46,0,31,0,18,0,0
501030,1,2,1556,1535,1850,1820,234,225,209,30,21,PHL,DFW,1302,12,13,0,21,0,9,0,0
501119,1,2,1928,1905,2129,2110,181,185,142,19,23,DTW,DFW,987,14,25,0,0,8,0,0,11
501235,1,2,1450,1430,1715,1645,85,75,52,30,20,ORD,DTW,235,8,25,0,0,20,10,0,0
501289,1,2,1124,1115,1358,1335,214,200,197,23,9,DCA,DFW,1192,7,10,0,5,0,14,0,4
501316,1,2,1816,1730,2141,2110,145,160,129,31,46,DFW,DCA,1192,3,13,0,22,0,0,0,9
501637,1,2,1611,1500,1712,1610,61,70,43,62,71,ORD,STL,258,3,15,0,0,9,0,0,53
501668,1,2,1948,1935,2057,2035,69,60,39,22,13,DFW,AUS,190,8,22,0,13,0,9,0,0
501730,1,2,1451,1420,1813,1750,142,150,120,23,31,DFW,RDU,1062,4,18,0,23,0,0,0,0
501792,1,2,1032,955,1226,1135,174,160,140,51,37,DFW,PHX,868,5,29,0,37,0,14,0,0
501823,1,2,1330,1220,1626,1455,176,155,149,91,70,DCA,MIA,920,15,12,0,0,0,22,0,69
501885,1,2,855,805,1215,1130,140,145,115,45,50,DEN,ORD,888,7,18,0,45,0,0,0,0
501916,1,2,1315,1220,1630,1530,135,130,117,60,55,ORD,BOS,867,6,12,0,0,25,5,0,30
501947,1,2,17,2340,542,510,205,210,191,32,37,SEA,DFW,1660,5,9,0,32,0,0,0,0
501978,1,2,623,610,913,850,230,220,213,23,13,PHL,DFW,1302,6,11,0,13,0,10,0,0
502160,1,2,1806,1740,2054,2015,168,155,148,39,26,DCA,MIA,920,8,12,0,9,0,13,0,17
502191,1,2,1858,1850,2159,2135,121,105,85,24,8,MSY,MIA,674,26,10,0,5,0,16,0,3
502346,1,2,2146,2110,26,2359,160,169,131,27,36,MIA,LGA,1097,12,17,0,27,0,0,0,0
502408,1,2,1459,1305,1944,1729,225,204,192,135,114,TUS,ORD,1437,24,9,0,0,0,26,0,109
502532,1,2,1931,1815,2029,1925,58,70,44,64,76,ORD,STL,258,3,11,0,0,17,0,0,47
502776,1,2,937,905,1209,1140,272,275,251,29,32,ORD,SEA,1721,6,15,0,0,29,0,0,0
502862,1,2,1444,1350,1819,1730,155,160,132,49,54,DFW,MIA,1121,5,18,0,49,0,0,0,0
502924,1,2,1128,1105,1402,1330,274,265,234,32,23,ORD,LAX,1745,16,24,0,0,23,9,0,0
502951,1,2,725,650,1014,945,109,115,90,29,35,ORD,PHL,678,7,12,0,0,12,17,0,0
503071,1,2,2027,1755,2248,2020,201,205,155,148,152,MIA,ORD,1197,31,15,0,16,0,0,0,132
503102,1,2,2346,2130,48,2235,62,65,40,133,136,ORD,STL,258,4,18,0,0,13,0,0,120
503133,1,2,2136,2115,531,500,295,285,257,31,21,LAX,MIA,2342,5,33,0,21,0,10,0,0
503164,1,2,1812,1705,2021,1930,249,265,229,51,67,DFW,SEA,1660,5,15,0,24,0,0,0,27
503257,1,2,1443,1320,1821,1655,158,155,138,86,83,ORD,TPA,1012,3,17,0,0,25,3,0,58
503288,1,2,1648,1615,1814,1720,86,65,45,54,33,DFW,XNA,281,29,12,0,0,0,21,0,33
503315,1,2,1330,1305,1609,1525,219,200,195,44,25,IAD,DFW,1172,6,18,0,0,0,19,0,25
503687,1,2,1338,1315,1442,1425,184,190,167,17,23,DFW,SNA,1205,7,10,0,17,0,0,0,0
503714,1,2,2014,1930,2248,2215,94,105,76,33,44,DEN,DFW,641,5,13,0,0,4,0,0,29
503741,1,2,1742,1735,2000,1920,198,165,138,40,7,DAY,DFW,861,7,53,0,0,0,33,0,7
503769,1,2,1305,1230,1848,1815,223,225,201,33,35,SFO,STL,1736,3,19,0,33,0,0,0,0
503804,1,2,1243,1225,1415,1400,152,155,131,15,18,DFW,PHX,868,3,18,0,9,0,0,0,6
503835,1,2,1619,1500,2007,1829,168,149,129,98,79,DEN,ORD,888,23,16,0,0,0,30,0,68
503923,1,2,2004,1925,2204,2140,180,195,154,24,39,MIA,ORD,1197,11,15,0,0,0,7,0,17
504105,1,2,1741,1730,2003,1930,202,180,150,33,11,STX,MIA,1139,41,11,0,0,0,25,0,8
504136,1,2,1619,1415,1743,1540,84,85,56,123,124,DFW,MSY,448,8,20,0,123,0,0,0,0
504229,1,2,1931,1750,2302,2110,151,140,113,112,101,IAH,MIA,964,7,31,0,0,0,16,0,96
504441,1,2,2115,2040,2241,2200,86,80,58,41,35,DFW,MEM,432,12,16,0,24,0,6,0,11
504468,1,2,1523,1455,2016,1955,173,180,148,21,28,SAN,DFW,1171,6,19,0,0,0,0,0,21
504565,1,2,1925,1855,2104,2045,219,230,198,19,30,DFW,OAK,1456,6,15,0,14,0,0,0,5
504627,1,2,1934,1850,2203,2115,269,265,247,48,44,BNA,LAX,1797,9,13,0,43,0,4,0,1
504689,1,2,1001,930,1141,1105,220,215,196,36,31,DFW,RNO,1345,8,16,0,18,0,5,0,13
504751,1,2,942,840,1256,1220,134,160,117,36,62,DFW,IAD,1172,6,11,0,0,0,0,0,36
504875,1,2,1140,1035,1500,1345,140,130,102,75,65,TUS,DFW,813,29,9,0,65,0,10,0,0
504968,1,2,2015,2000,2352,2335,157,155,131,17,15,DFW,FLL,1119,6,20,0,15,0,2,0,0
504999,1,2,1439,1400,1919,1855,160,175,141,24,39,SNA,DFW,1205,8,11,0,6,0,0,0,18
505181,1,2,1622,1505,1748,1650,86,105,76,58,77,MEM,DFW,432,4,6,0,56,0,0,0,2
505243,1,2,1806,1759,2131,2049,205,170,155,42,7,LGA,MCO,950,5,45,0,0,0,35,0,7
505274,1,2,2154,2010,34,2310,100,120,83,84,104,DFW,ATL,732,7,10,0,0,34,0,0,50
505301,1,2,1857,1805,1959,1925,62,80,46,34,52,XNA,DFW,281,8,8,0,2,0,0,0,32
505386,1,2,618,600,903,755,225,175,159,68,18,DTW,DFW,987,4,62,0,0,18,50,0,0
505440,1,2,1858,1820,2119,2045,201,205,180,34,38,RIC,DFW,1158,6,15,0,0,0,0,0,34
505467,1,2,1946,1755,2146,2020,240,265,225,86,111,ORD,SAN,1723,4,11,0,0,13,0,0,73
505498,1,2,859,730,1129,1015,270,285,251,74,89,ORD,SFO,1846,2,17,0,0,74,0,0,0
505529,1,2,1838,1800,2139,2115,121,135,106,24,38,PHX,DFW,868,6,9,0,0,0,0,0,24
505641,1,2,1230,1150,1401,1320,91,90,63,41,40,MCI,ORD,403,7,21,0,0,0,1,0,40
505788,1,2,1957,1820,2152,1940,175,140,101,132,97,ATL,ORD,606,63,11,0,0,0,54,0,78
505814,1,2,1638,1445,1905,1730,207,225,184,95,113,ORD,TUS,1437,5,18,0,0,26,0,0,69
505839,1,2,1427,1400,1535,1505,128,125,108,30,27,DFW,DEN,641,7,13,0,27,0,3,0,0
506114,1,2,2226,2055,140,5,134,130,110,95,91,ORD,BOS,867,7,17,0,91,0,4,0,0
506567,1,2,1106,1025,1745,1635,279,250,255,70,41,LAX,ORD,1745,11,13,0,0,0,40,0,30
506598,1,2,1832,1720,1941,1850,69,90,57,51,72,ORD,MSP,334,3,9,0,0,9,0,0,42
506621,1,2,1502,1430,1902,1830,180,180,154,32,32,ORD,MIA,1197,6,20,0,0,32,0,0,0
506683,1,2,2104,2005,2325,2230,261,265,243,55,59,ORD,SEA,1721,5,13,0,0,27,0,0,28
506744,1,2,1629,1545,1932,1850,123,125,99,42,44,DFW,IND,762,9,15,0,42,0,0,0,0
506833,1,2,1635,1530,1933,1815,178,165,151,78,65,IAH,ORD,925,10,17,0,0,0,33,0,45
506887,1,2,835,800,1327,1310,172,190,153,17,35,LAX,DFW,1235,7,12,0,17,0,0,0,0
506918,1,2,1734,1640,1849,1810,135,150,111,39,54,IND,DFW,762,5,19,0,0,3,0,0,36
506949,1,2,1750,1620,2058,1935,128,135,99,83,90,ORD,EWR,719,10,19,0,0,27,0,0,56
507227,1,2,1038,1010,1355,1335,137,145,117,20,28,DEN,ORD,888,6,14,0,12,0,0,0,8
507258,1,2,1510,1450,1846,1825,156,155,133,21,20,ORD,MCO,1005,6,17,0,0,20,1,0,0
507320,1,2,1526,1515,1730,1710,124,115,86,20,11,ORD,TUL,585,6,32,0,0,11,9,0,0
507506,1,2,2258,2245,5,2340,67,55,44,25,13,DFW,TUL,237,8,15,0,13,0,12,0,0
507537,1,2,1924,1805,2128,1950,184,165,117,98,79,EWR,ORD,719,35,32,0,0,0,46,0,52
507568,1,2,1804,1745,1941,1925,97,100,80,16,19,MCI,ORD,403,4,13,0,0,0,0,0,16
507599,1,2,732,705,820,755,168,170,150,25,27,DFW,LAS,1055,5,13,0,25,0,0,0,0
507630,1,2,1249,1210,1818,1745,209,215,190,33,39,SEA,STL,1710,4,15,0,33,0,0,0,0
507661,1,2,2025,1905,2200,2050,215,225,200,70,80,DFW,SFO,1464,2,13,0,60,0,0,0,10
507692,1,2,1457,1400,1757,1705,240,245,207,52,57,SJU,JFK,1597,25,8,0,37,0,0,0,15
507877,1,2,957,930,1220,1150,263,260,231,30,27,ORD,SNA,1726,10,22,0,0,27,3,0,0
508059,1,2,1436,1425,1550,1530,194,185,165,20,11,DFW,SAN,1171,4,25,0,7,0,9,0,4
508121,1,2,2301,2220,5,2340,184,200,165,25,41,DFW,LAX,1235,8,11,0,7,0,0,0,18
508152,1,2,1539,1415,2011,1845,212,210,164,86,84,DFW,EWR,1372,9,39,0,0,0,76,0,10
508334,1,2,1845,1820,2016,1950,91,90,67,26,25,ORD,BNA,409,4,20,0,0,16,1,0,9
508365,1,2,1139,1125,1754,1735,255,250,230,19,14,SAN,ORD,1723,12,13,0,0,0,14,0,5
508485,1,2,1723,1635,2008,1920,105,105,81,48,48,ORD,DCA,612,3,21,0,0,16,0,0,32
508636,1,2,1459,1410,1817,1725,138,135,114,52,49,ORD,EWR,719,7,17,0,0,15,21,0,16
508884,1,2,1505,1445,1657,1640,172,175,154,17,20,MCO,DFW,984,6,12,0,7,0,0,0,10
509070,1,2,2146,2000,2239,2100,53,60,39,99,106,DFW,TUL,237,5,9,0,97,0,0,0,2
509432,1,2,1257,1215,1604,1535,127,140,110,29,42,PHX,DFW,868,4,13,0,0,0,0,0,29
509521,1,2,2040,2000,2151,2115,71,75,58,36,40,SJC,SNA,342,3,10,0,7,0,0,0,29
509609,1,2,1849,1815,2147,2130,118,135,106,17,34,DFW,TPA,929,2,10,0,4,0,0,0,13
509640,1,2,1628,1535,1807,1730,99,115,83,37,53,STL,DFW,551,7,9,0,37,0,0,0,0
509764,1,2,1006,1000,1242,1210,276,250,223,32,6,ORD,RNO,1671,5,48,0,0,6,26,0,0
509884,1,2,624,600,832,805,128,125,113,27,24,BNA,DFW,631,8,7,0,24,0,3,0,0
509911,1,2,1250,1220,1622,1605,152,165,130,17,30,DFW,FLL,1119,7,15,0,17,0,0,0,0
509969,1,2,2144,2020,2309,2155,145,155,110,74,84,EWR,ORD,719,10,25,0,0,0,5,0,69
509994,1,2,1544,1415,1859,1735,135,140,115,84,89,DFW,TPA,929,7,13,0,84,0,0,0,0
510025,1,2,1827,1740,1952,1920,205,220,192,32,47,DFW,SJC,1438,3,10,0,32,0,0,0,0
510083,1,2,1208,1130,1556,1520,168,170,152,36,38,ORD,RSW,1120,5,11,0,0,36,0,0,0
510145,1,2,1518,1220,1818,1525,180,185,151,173,178,MIA,BOS,1258,13,16,0,173,0,0,0,0
510207,1,2,1838,1620,2042,1800,124,100,76,162,138,MSY,DFW,448,37,11,0,15,0,24,0,123
510388,1,2,1644,1605,1832,1759,168,174,149,33,39,MCO,ORD,1005,7,12,0,0,0,8,0,25
510481,1,2,1718,1600,2250,2145,212,225,195,65,78,SEA,DFW,1660,4,13,0,7,0,0,0,58
510659,1,2,1817,1625,2021,1820,184,175,140,121,112,BOS,ORD,867,11,33,0,67,0,9,0,45
510690,1,2,2057,1935,2336,2220,219,225,190,76,82,ORD,TUS,1437,6,23,0,67,0,4,0,5
510864,1,2,1542,1455,1826,1755,164,180,147,31,47,MIA,LGA,1097,5,12,0,31,0,0,0,0
510988,1,2,1329,1305,1658,1640,149,155,129,18,24,DFW,DTW,987,8,12,0,18,0,0,0,0
511143,1,2,1752,1740,2012,1945,140,125,106,27,12,RDU,MIA,700,22,12,0,12,0,15,0,0
511236,1,2,2038,1800,2317,2045,99,105,82,152,158,ORD,DCA,612,3,14,0,0,18,0,0,134
511360,1,2,1354,1240,1546,1430,172,170,150,76,74,BOS,ORD,867,11,11,0,0,22,24,0,30
511388,1,2,1700,1515,1855,1715,55,60,34,100,105,ORD,IND,177,10,11,0,0,37,0,0,63
511442,1,2,1509,1440,1621,1555,192,195,163,26,29,DFW,LAX,1235,9,20,0,24,0,0,0,2
511562,1,2,2131,2040,110,10,159,150,132,60,51,MIA,SJU,1045,5,22,0,33,0,9,0,18
511651,1,2,1030,840,1316,1140,106,120,80,96,110,DEN,DFW,641,14,12,0,96,0,0,0,0
511682,1,2,1413,1225,1511,1330,58,65,41,101,108,DFW,IAH,224,4,13,0,21,0,0,0,80
511713,1,2,1947,1835,2215,2110,268,275,242,65,72,ORD,SFO,1846,7,19,0,41,0,24,0,0
512033,1,2,1345,1320,1539,1455,114,95,81,44,25,DFW,STL,551,3,30,0,25,0,19,0,0
512064,1,2,734,705,1304,1220,210,195,170,44,29,RNO,DFW,1345,11,29,0,44,0,0,0,0
512126,1,2,2115,2005,2232,2120,137,135,99,72,70,RDU,ORD,647,26,12,0,0,0,2,0,70
512149,1,2,2100,2025,2310,2240,250,255,231,30,35,DFW,SEA,1660,5,14,0,22,0,0,0,8
512180,1,2,1440,1345,1532,1445,52,60,38,47,55,DFW,AUS,190,3,11,0,20,0,0,0,27
512242,1,2,2021,1935,2208,2100,107,85,52,68,46,MSP,ORD,334,44,11,0,0,0,22,0,46
512265,1,2,1854,1840,2056,2035,182,175,151,21,14,MCO,DFW,984,18,13,0,14,0,7,0,0
512327,1,2,1506,935,1746,1220,340,345,321,326,331,FLL,LAX,2342,4,15,0,326,0,0,0,0
512451,1,2,1140,1105,1510,1450,150,165,127,20,35,DFW,DCA,1192,10,13,0,15,0,0,0,5
512513,1,2,843,800,1429,1345,226,225,204,44,43,PSP,ORD,1652,13,9,0,43,0,1,0,0
512629,1,2,1640,1545,1805,1720,145,155,128,45,55,DFW,PHX,868,6,11,0,36,0,0,0,9
512660,1,2,14,2340,610,535,236,235,219,35,34,SFO,ORD,1846,6,11,0,34,0,1,0,0
512666,1,2,2129,1855,17,2140,168,165,118,157,154,ORD,IAH,925,4,46,0,0,7,3,0,147
512995,1,2,1542,1430,2150,2035,248,245,221,75,72,LAX,ORD,1745,16,11,0,0,0,53,0,22
513022,1,2,903,850,1150,1115,227,205,203,35,13,BWI,DFW,1217,13,11,0,13,0,22,0,0
513173,1,2,1532,1425,1829,1710,177,165,156,79,67,SAT,ORD,1041,10,11,0,0,0,23,0,56
513204,1,2,812,805,1321,1300,249,235,193,21,7,JFK,SJU,1597,26,30,0,0,0,21,0,0
513235,1,2,2056,2005,2331,2220,155,135,128,71,51,DFW,MSP,852,10,17,0,16,0,20,0,35
513266,1,2,1146,940,1414,1220,208,220,187,114,126,ORD,TUS,1437,5,16,0,45,15,0,0,54
513626,1,2,2144,2105,2259,2230,75,85,60,29,39,ORD,MCI,403,4,11,0,0,0,3,0,26
513688,1,2,1404,1255,1630,1515,266,260,241,75,69,DFW,SEA,1660,5,20,0,69,0,6,0,0
513870,1,2,1111,805,1330,1010,139,125,115,200,186,BNA,DFW,631,9,15,0,186,0,14,0,0
513901,1,2,1235,1055,1338,1205,183,190,161,93,100,DFW,SAN,1171,4,18,0,93,0,0,0,0
513932,1,2,1937,1855,2131,2115,234,260,219,16,42,ORD,SNA,1726,4,11,0,0,0,16,0,0
513990,1,2,1909,1735,2102,1929,173,174,144,93,94,TPA,ORD,1012,7,22,0,0,0,8,0,85
514021,1,2,1243,1200,1732,1655,169,175,146,37,43,SNA,DFW,1205,12,11,0,10,0,0,0,27
514116,1,2,1802,1730,1941,1915,99,105,79,26,32,DFW,BNA,631,7,13,0,20,0,0,0,6
514147,1,2,1612,1555,1656,1640,104,105,83,16,17,DFW,ELP,551,7,14,0,1,0,0,0,15
514206,1,2,1734,1655,2157,2100,203,185,161,57,39,ORD,FLL,1182,30,12,0,0,39,18,0,0
514392,1,2,1156,1130,1346,1325,170,175,140,21,26,MCO,ORD,1005,19,11,0,0,0,11,0,10
514423,1,2,1013,945,1301,1245,108,120,76,16,28,DEN,DFW,641,18,14,0,5,0,0,0,11
514513,1,2,1420,1335,1757,1705,157,150,130,52,45,MIA,SJU,1045,5,22,0,28,0,7,0,17
514544,1,2,1338,1300,1443,1410,185,190,165,33,38,DFW,SAN,1171,5,15,0,29,0,0,0,4
514777,1,2,1539,1515,2214,2050,275,215,196,84,24,LAS,ORD,1515,36,43,0,0,0,60,0,24
514808,1,2,2039,2025,1,2330,202,185,184,31,14,LGA,MIA,1097,5,13,0,14,0,17,0,0
514928,1,2,1250,1220,1459,1420,249,240,216,39,30,ORD,LAS,1515,7,26,0,0,0,9,0,30
515051,1,2,932,835,1230,1145,118,130,99,45,57,ORD,BOS,867,4,15,0,0,45,0,0,0
515169,1,2,1319,1305,1435,1410,76,65,46,25,14,ORD,STL,258,4,26,0,0,0,11,0,14
515231,1,2,2233,2115,30,2320,177,185,160,70,78,MIA,DFW,1121,4,13,0,4,0,0,0,66
515293,1,2,1652,1130,2008,1445,136,135,117,323,322,DFW,CMH,927,5,14,0,310,0,1,0,12
515413,1,2,2113,2050,2205,2150,52,60,35,15,23,DFW,AUS,190,3,14,0,7,0,0,0,8
515440,1,2,1901,1820,2028,2005,87,105,68,23,41,MCI,DFW,460,11,8,0,0,0,0,0,23
515522,1,2,2108,1925,2339,2210,211,225,189,89,103,ORD,PHX,1440,5,17,0,0,35,51,0,3
515742,1,2,1334,1315,1449,1430,75,75,60,19,19,DFW,ICT,328,4,11,0,0,0,0,0,19
515773,1,2,217,2355,836,555,259,240,220,161,142,LAX,ORD,1745,29,10,0,142,0,19,0,0
515866,1,2,1116,1110,1244,1225,208,195,173,19,6,DFW,SNA,1205,22,13,0,6,0,13,0,0
515928,1,2,1649,1510,1941,1750,172,160,154,111,99,BWI,MIA,946,6,12,0,30,0,22,0,59
515959,1,2,2147,2115,2254,2220,187,185,167,34,32,DFW,SNA,1205,5,15,0,0,32,2,0,0
515990,1,2,2120,2100,2306,2245,166,165,149,21,20,MCO,DFW,984,5,12,0,9,0,1,0,11
516021,1,2,2255,1955,221,2325,146,150,126,176,180,ORD,MCO,1005,4,16,0,54,0,15,0,107
516052,1,2,1340,1305,1934,1859,234,234,213,35,35,RNO,ORD,1671,11,10,0,0,0,8,0,27
516107,1,2,1311,1200,1535,1445,144,165,130,50,71,ORD,IAH,925,4,10,0,0,47,0,0,3
516316,1,2,1507,1430,1836,1815,149,165,134,21,37,STL,MIA,1068,5,10,0,21,0,0,0,0
516347,1,2,1848,1805,2214,2110,146,125,99,64,43,DFW,IND,762,8,39,0,0,0,21,0,43
516378,1,2,1539,1435,1813,1715,94,100,75,58,64,ELP,DFW,551,10,9,0,0,0,0,0,58
516440,1,2,1724,1540,1909,1740,105,120,87,89,104,MIA,ATL,595,5,13,0,15,0,0,0,74
516471,1,2,1524,1330,1735,1550,191,200,168,105,114,MIA,ORD,1197,9,14,0,33,0,15,0,57
516502,1,2,1906,1645,2122,1905,256,260,239,137,141,ORD,SNA,1726,4,13,0,0,0,45,0,92
516529,1,2,820,725,1110,940,110,75,59,90,55,ORD,DTW,235,4,47,0,0,55,35,0,0
516585,1,2,1627,1600,1924,1905,117,125,99,19,27,ORD,PHL,678,5,13,0,0,19,0,0,0
516676,1,2,943,825,1323,1200,160,155,138,83,78,ORD,MCO,1005,4,18,0,67,11,5,0,0
516738,1,2,1345,1310,1832,1805,167,175,148,27,35,SNA,DFW,1205,7,12,0,16,0,0,0,11
516800,1,2,1041,1005,1151,1120,190,195,171,31,36,DFW,SNA,1205,3,16,0,0,0,0,0,31
516831,1,2,829,810,1006,920,97,70,52,46,19,TUL,DFW,237,34,11,0,19,0,27,0,0
516893,1,2,1020,955,1339,1320,139,145,119,19,25,DFW,MCO,984,5,15,0,19,0,0,0,0
516924,1,2,1146,1115,1505,1445,139,150,120,20,31,DFW,RDU,1062,4,15,0,17,0,0,0,3
516986,1,2,1741,1615,1913,1755,92,100,80,78,86,DFW,STL,551,3,9,0,15,0,0,0,63
517017,1,2,1545,1410,1650,1525,65,75,46,85,95,IAH,DFW,224,7,12,0,0,0,0,0,85
517044,1,2,1954,1845,2237,2135,103,110,88,62,69,STL,DCA,719,3,12,0,5,0,0,0,57
517133,1,2,1301,1130,1527,1355,146,145,128,92,91,MSY,ORD,837,10,8,0,0,0,2,0,90
517226,1,2,1448,1415,1644,1620,176,185,141,24,33,DTW,DFW,987,5,30,0,0,2,0,0,22
517257,1,2,2044,1955,2211,2130,147,155,128,41,49,DFW,PHX,868,5,14,0,19,0,0,0,22
517350,1,2,125,45,644,605,199,200,176,39,40,LAS,ORD,1515,10,13,0,0,0,0,0,39
517407,1,2,2153,1835,32,2135,99,120,77,177,198,ORD,ATL,606,7,15,0,163,0,0,0,14
517469,1,2,1712,1645,1918,1855,186,190,164,23,27,BOS,STL,1046,5,17,0,0,0,0,0,23
517551,1,2,1954,1850,2215,2150,141,180,120,25,64,MIA,JFK,1090,6,15,0,4,0,0,0,21
517582,1,2,2100,1815,2221,1935,141,140,126,166,165,TPA,STL,869,4,11,0,81,0,1,0,84
517613,1,2,1105,925,1334,1205,89,100,75,89,100,ABQ,DFW,569,9,5,0,89,0,0,0,0
517644,1,2,1610,1545,1757,1740,167,175,135,17,25,JFK,ORD,740,7,25,0,0,0,17,0,0
517733,1,2,1831,1810,1946,1915,75,65,44,31,21,MCO,MIA,193,18,13,0,20,0,10,0,1
517849,1,2,1353,1340,1706,1650,133,130,111,16,13,DFW,DAY,861,7,15,0,13,0,3,0,0
517881,1,2,919,900,1345,1255,206,175,161,50,19,ORD,PBI,1144,4,41,0,0,19,31,0,0
518067,1,2,1932,1840,2252,2150,200,190,178,62,52,LGA,MIA,1097,8,14,0,26,0,10,0,26
518098,1,2,14,2250,105,2350,51,60,35,75,84,MIA,TPA,204,2,14,0,75,0,0,0,0
518338,1,2,1215,1025,1227,1045,72,80,42,102,110,DTW,ORD,235,14,16,0,23,0,0,0,79
518363,1,2,1424,1130,1649,1405,265,275,249,164,174,ORD,SEA,1721,4,12,0,0,77,0,0,87
518425,1,2,1041,1005,1414,1335,153,150,126,39,36,MIA,SJU,1045,12,15,0,36,0,3,0,0
518757,1,2,1226,1200,1351,1330,85,90,64,21,26,ORD,MCI,403,4,17,0,0,21,0,0,0
518909,1,2,1939,1855,2253,2225,134,150,118,28,44,DFW,MCO,984,4,12,0,6,0,0,0,22
519002,1,2,2221,1945,2320,2055,59,70,42,145,156,ORD,STL,258,4,13,0,0,0,40,0,105
519029,1,2,1214,1150,1555,1525,161,155,139,30,24,ORD,MCO,1005,5,17,0,0,24,6,0,0
519165,1,2,2040,1905,2310,2200,150,175,133,70,95,MIA,LGA,1097,5,12,0,70,0,0,0,0
